Date,Platform,Content,Location
2025-06-26,Instagram,Gen Z rising again! Meet at Mombasa for a march. #SaveKenya,Mombasa
2025-06-05,Instagram,No justice no peace. March on 05/06 at Parliament. #GenZRevolution,Parliament
2025-07-30,Instagram,They brutalized our people – happening now! at Kisumu! #GenZRevolution,Kisumu
2025-07-11,Instagram,Strike on July 11 in Mombasa. This government is corrupt #KenyaProtests,Mombasa
2025-07-06,Instagram,They brutalized our people – happening immediately at Mombasa! #OneTermPresident,Mombasa
2025-06-19,TikTok,Strike on June 19 in Uhuru Park. No justice no peace #KenyaProtests,Uhuru Park
2025-06-09,Instagram,Boycott on June 09 in Kisumu. We are fed up #YouthPower,Kisumu
2025-07-09,Instagram,No justice no peace – happening urgent at Mombasa! #OneTermPresident,Mombasa
2025-07-24,Instagram,#YouthPower – gather at Mombasa act fast,Mombasa
2025-07-07,X,#KenyaProtests – boycott at Kisumu immediately,Kisumu
2025-07-06,X,March on July 06 in Kisumu. No justice no peace #RejectFinanceBill2024,Kisumu
2025-07-26,X,#YouthPower – gather at Parliament urgent,Parliament
2025-06-25,X,Protest on June 25 in Parliament. They brutalized our people #GenZRevolution,Parliament
2025-07-23,Instagram,This government is corrupt – happening immediately at Parliament! #RejectFinanceBill2024,Parliament
2025-07-14,TikTok,Gen Z rising again! Meet at Kisumu for a protest. #RejectFinanceBill2024,Kisumu
2025-07-19,TikTok,This government is corrupt – happening act fast at Nairobi! #OccupyParliament,Nairobi
2025-07-09,X,Gen Z rising again! Meet at Uhuru Park for a protest. #RutoMustGo,Uhuru Park
2025-07-11,TikTok,Strike on July 11 in Nairobi. No justice no peace #RutoMustGo,Nairobi
2025-07-10,TikTok,March on July 10 in Uhuru Park. This government is corrupt #RejectFinanceBill2024,Uhuru Park
2025-07-11,Instagram,Gather on July 11 in Nairobi. We are fed up #OneTermPresident,Nairobi
2025-07-29,X,March on July 29 in Mombasa. No justice no peace #OccupyParliament,Mombasa
2025-07-14,TikTok,They brutalized our people. March on 14/07 at Uhuru Park. #GenZRevolution,Uhuru Park
2025-06-14,X,#OccupyParliament – strike at Uhuru Park act fast,Uhuru Park
2025-06-19,Instagram,This government is corrupt – happening urgent at Uhuru Park! #SaveKenya,Uhuru Park
2025-07-04,TikTok,We are fed up – happening urgent at Nairobi! #SaveKenya,Nairobi
2025-06-09,TikTok,They brutalized our people – happening now! at Parliament! #RutoMustGo,Parliament
2025-06-19,TikTok,#OccupyParliament – gather at Nairobi immediately,Nairobi
2025-07-03,Instagram,#OccupyParliament – gather at Nairobi now!,Nairobi
2025-06-17,X,Gather on June 17 in Kisumu. No justice no peace #RutoMustGo,Kisumu
2025-07-31,X,Gather on July 31 in Mombasa. They brutalized our people #YouthPower,Mombasa
2025-06-18,X,Gen Z rising again! Meet at Kisumu for a boycott. #KenyaProtests,Kisumu
2025-06-01,TikTok,Gen Z rising again! Meet at Parliament for a march. #RutoMustGo,Parliament
2025-07-23,TikTok,This government is corrupt – happening urgent at Kisumu! #RutoMustGo,Kisumu
2025-07-08,TikTok,We are fed up. March on 08/07 at Uhuru Park. #OneTermPresident,Uhuru Park
2025-07-30,X,Protest on July 30 in Kisumu. This government is corrupt #GenZRevolution,Kisumu
2025-07-08,Instagram,#RutoMustGo – march at Nairobi immediately,Nairobi
2025-06-03,X,Boycott on June 03 in Nairobi. We are fed up #OneTermPresident,Nairobi
2025-07-03,TikTok,#GenZRevolution – gather at Parliament urgent,Parliament
2025-06-14,TikTok,Boycott on June 14 in Nairobi. We are fed up #OccupyParliament,Nairobi
2025-07-22,Instagram,Gen Z rising again! Meet at Parliament for a protest. #RejectFinanceBill2024,Parliament
2025-06-15,Instagram,#YouthPower – boycott at Parliament act fast,Parliament
2025-07-13,TikTok,We are fed up. Boycott on 13/07 at Uhuru Park. #SaveKenya,Uhuru Park
2025-07-30,TikTok,They brutalized our people – happening act fast at Kisumu! #KenyaProtests,Kisumu
2025-07-02,Instagram,#GenZRevolution – strike at Parliament now!,Parliament
2025-06-06,TikTok,#KenyaProtests – protest at Nairobi now!,Nairobi
2025-07-08,TikTok,Gather on July 08 in Parliament. We are fed up #OneTermPresident,Parliament
2025-07-20,X,Gen Z rising again! Meet at Mombasa for a boycott. #YouthPower,Mombasa
2025-06-12,TikTok,No justice no peace. Gather on 12/06 at Uhuru Park. #RejectFinanceBill2024,Uhuru Park
2025-07-04,TikTok,They brutalized our people. Gather on 04/07 at Uhuru Park. #SaveKenya,Uhuru Park
2025-07-04,TikTok,No justice no peace. Boycott on 04/07 at Kisumu. #RejectFinanceBill2024,Kisumu
2025-07-18,X,#GenZRevolution – march at Parliament act fast,Parliament
2025-06-18,X,Boycott on June 18 in Uhuru Park. They brutalized our people #RutoMustGo,Uhuru Park
2025-07-03,X,Gen Z rising again! Meet at Parliament for a strike. #OneTermPresident,Parliament
2025-06-25,X,Gen Z rising again! Meet at Kisumu for a protest. #RejectFinanceBill2024,Kisumu
2025-07-19,Instagram,#YouthPower – protest at Mombasa urgent,Mombasa
2025-07-16,X,Protest on July 16 in Uhuru Park. We are fed up #GenZRevolution,Uhuru Park
2025-06-28,TikTok,Gen Z rising again! Meet at Uhuru Park for a strike. #YouthPower,Uhuru Park
2025-06-27,Instagram,#OccupyParliament – boycott at Nairobi act fast,Nairobi
2025-06-04,Instagram,#RejectFinanceBill2024 – march at Parliament now!,Parliament
2025-06-24,X,They brutalized our people. Strike on 24/06 at Uhuru Park. #GenZRevolution,Uhuru Park
2025-06-09,X,Boycott on June 09 in Uhuru Park. We are fed up #RejectFinanceBill2024,Uhuru Park
2025-06-17,TikTok,This government is corrupt. Strike on 17/06 at Nairobi. #OneTermPresident,Nairobi
2025-06-27,Instagram,This government is corrupt. Boycott on 27/06 at Parliament. #OccupyParliament,Parliament
2025-06-24,Instagram,Gen Z rising again! Meet at Parliament for a boycott. #OccupyParliament,Parliament
2025-07-05,X,Gather on July 05 in Kisumu. This government is corrupt #KenyaProtests,Kisumu
2025-06-04,TikTok,They brutalized our people. Strike on 04/06 at Nairobi. #KenyaProtests,Nairobi
2025-07-02,X,Boycott on July 02 in Uhuru Park. This government is corrupt #YouthPower,Uhuru Park
2025-07-31,Instagram,#KenyaProtests – march at Uhuru Park urgent,Uhuru Park
2025-07-12,X,#RejectFinanceBill2024 – march at Nairobi now!,Nairobi
2025-07-09,Instagram,They brutalized our people – happening immediately at Nairobi! #RutoMustGo,Nairobi
2025-07-04,TikTok,Boycott on July 04 in Parliament. They brutalized our people #OneTermPresident,Parliament
2025-06-05,Instagram,Gen Z rising again! Meet at Parliament for a march. #RutoMustGo,Parliament
2025-06-21,Instagram,We are fed up – happening immediately at Nairobi! #YouthPower,Nairobi
2025-06-18,Instagram,They brutalized our people. March on 18/06 at Mombasa. #RutoMustGo,Mombasa
2025-06-17,TikTok,No justice no peace – happening act fast at Parliament! #RejectFinanceBill2024,Parliament
2025-07-15,X,Protest on July 15 in Uhuru Park. We are fed up #RejectFinanceBill2024,Uhuru Park
2025-07-20,Instagram,They brutalized our people. March on 20/07 at Mombasa. #OccupyParliament,Mombasa
2025-07-31,X,Gen Z rising again! Meet at Nairobi for a boycott. #GenZRevolution,Nairobi
2025-06-05,X,We are fed up – happening now! at Kisumu! #YouthPower,Kisumu
2025-07-22,X,#GenZRevolution – march at Parliament act fast,Parliament
2025-07-17,X,This government is corrupt. Boycott on 17/07 at Kisumu. #KenyaProtests,Kisumu
2025-07-19,X,#RejectFinanceBill2024 – gather at Nairobi act fast,Nairobi
2025-06-25,X,This government is corrupt. Boycott on 25/06 at Mombasa. #RutoMustGo,Mombasa
2025-06-02,X,We are fed up. Strike on 02/06 at Kisumu. #OccupyParliament,Kisumu
2025-07-01,X,Gather on July 01 in Kisumu. No justice no peace #RejectFinanceBill2024,Kisumu
2025-06-20,TikTok,This government is corrupt – happening urgent at Nairobi! #OccupyParliament,Nairobi
2025-07-26,X,Protest on July 26 in Uhuru Park. We are fed up #OneTermPresident,Uhuru Park
2025-06-27,X,Gen Z rising again! Meet at Parliament for a protest. #OneTermPresident,Parliament
2025-07-01,X,They brutalized our people – happening now! at Nairobi! #YouthPower,Nairobi
2025-06-24,X,#OccupyParliament – boycott at Nairobi immediately,Nairobi
2025-06-07,X,No justice no peace – happening urgent at Nairobi! #SaveKenya,Nairobi
2025-06-07,X,Gen Z rising again! Meet at Nairobi for a strike. #KenyaProtests,Nairobi
2025-06-17,Instagram,#KenyaProtests – march at Kisumu immediately,Kisumu
2025-06-28,Instagram,Gen Z rising again! Meet at Nairobi for a march. #SaveKenya,Nairobi
2025-07-09,TikTok,Gen Z rising again! Meet at Uhuru Park for a march. #RutoMustGo,Uhuru Park
2025-07-09,X,We are fed up. Boycott on 09/07 at Parliament. #OneTermPresident,Parliament
2025-06-18,TikTok,We are fed up – happening urgent at Kisumu! #RutoMustGo,Kisumu
2025-06-06,TikTok,This government is corrupt. Protest on 06/06 at Uhuru Park. #OneTermPresident,Uhuru Park
2025-06-08,X,#OneTermPresident – protest at Uhuru Park now!,Uhuru Park
2025-07-10,TikTok,Boycott on July 10 in Parliament. This government is corrupt #YouthPower,Parliament
2025-06-30,TikTok,No justice no peace. March on 30/06 at Uhuru Park. #YouthPower,Uhuru Park
2025-07-25,X,Strike on July 25 in Kisumu. No justice no peace #KenyaProtests,Kisumu
2025-07-22,TikTok,They brutalized our people – happening urgent at Nairobi! #RejectFinanceBill2024,Nairobi
2025-06-06,Instagram,No justice no peace. Boycott on 06/06 at Kisumu. #KenyaProtests,Kisumu
2025-06-03,Instagram,#SaveKenya – strike at Uhuru Park immediately,Uhuru Park
2025-07-05,X,No justice no peace – happening now! at Nairobi! #OccupyParliament,Nairobi
2025-06-10,Instagram,#GenZRevolution – protest at Parliament urgent,Parliament
2025-06-16,X,Protest on June 16 in Nairobi. No justice no peace #RutoMustGo,Nairobi
2025-07-18,TikTok,March on July 18 in Uhuru Park. They brutalized our people #OneTermPresident,Uhuru Park
2025-07-25,TikTok,#OccupyParliament – protest at Uhuru Park act fast,Uhuru Park
2025-07-14,X,Gen Z rising again! Meet at Mombasa for a boycott. #OneTermPresident,Mombasa
2025-07-03,X,Gather on July 03 in Nairobi. This government is corrupt #RejectFinanceBill2024,Nairobi
2025-07-30,Instagram,#YouthPower – strike at Mombasa now!,Mombasa
2025-06-01,X,#GenZRevolution – boycott at Mombasa urgent,Mombasa
2025-06-25,X,We are fed up – happening urgent at Uhuru Park! #OccupyParliament,Uhuru Park
2025-07-29,X,#RejectFinanceBill2024 – strike at Nairobi now!,Nairobi
2025-07-05,Instagram,This government is corrupt – happening urgent at Kisumu! #GenZRevolution,Kisumu
2025-07-30,TikTok,They brutalized our people. Gather on 30/07 at Nairobi. #RutoMustGo,Nairobi
2025-06-18,Instagram,#SaveKenya – gather at Mombasa act fast,Mombasa
2025-07-02,X,Gen Z rising again! Meet at Nairobi for a gather. #YouthPower,Nairobi
2025-06-30,X,#GenZRevolution – protest at Mombasa immediately,Mombasa
2025-07-03,X,#RutoMustGo – strike at Uhuru Park immediately,Uhuru Park
2025-07-22,TikTok,#OccupyParliament – march at Uhuru Park act fast,Uhuru Park
2025-06-18,X,Gather on June 18 in Kisumu. No justice no peace #OneTermPresident,Kisumu
2025-06-20,Instagram,#YouthPower – gather at Uhuru Park urgent,Uhuru Park
2025-07-11,Instagram,They brutalized our people – happening now! at Mombasa! #SaveKenya,Mombasa
2025-06-21,X,Boycott on June 21 in Kisumu. No justice no peace #KenyaProtests,Kisumu
2025-06-01,X,Strike on June 01 in Nairobi. This government is corrupt #YouthPower,Nairobi
2025-07-28,Instagram,We are fed up – happening act fast at Nairobi! #GenZRevolution,Nairobi
2025-06-11,Instagram,#OneTermPresident – gather at Mombasa immediately,Mombasa
2025-07-23,X,#KenyaProtests – march at Uhuru Park act fast,Uhuru Park
2025-06-15,TikTok,They brutalized our people. Strike on 15/06 at Nairobi. #RejectFinanceBill2024,Nairobi
2025-07-03,X,Gen Z rising again! Meet at Kisumu for a march. #GenZRevolution,Kisumu
2025-07-06,TikTok,We are fed up – happening act fast at Nairobi! #OccupyParliament,Nairobi
2025-07-27,X,#GenZRevolution – protest at Kisumu immediately,Kisumu
2025-06-25,TikTok,#RejectFinanceBill2024 – march at Kisumu immediately,Kisumu
2025-07-11,X,They brutalized our people – happening act fast at Mombasa! #RejectFinanceBill2024,Mombasa
2025-06-28,TikTok,Gen Z rising again! Meet at Kisumu for a strike. #OneTermPresident,Kisumu
2025-07-25,TikTok,Boycott on July 25 in Parliament. They brutalized our people #OneTermPresident,Parliament
2025-06-30,X,#YouthPower – protest at Nairobi now!,Nairobi
2025-06-18,X,No justice no peace. Boycott on 18/06 at Kisumu. #KenyaProtests,Kisumu
2025-06-02,Instagram,Strike on June 02 in Mombasa. This government is corrupt #SaveKenya,Mombasa
2025-06-21,X,They brutalized our people. Boycott on 21/06 at Kisumu. #RejectFinanceBill2024,Kisumu
2025-06-07,Instagram,Gather on June 07 in Kisumu. This government is corrupt #GenZRevolution,Kisumu
2025-07-09,Instagram,This government is corrupt – happening urgent at Kisumu! #OccupyParliament,Kisumu
2025-07-01,X,They brutalized our people. Protest on 01/07 at Mombasa. #KenyaProtests,Mombasa
2025-07-14,X,No justice no peace – happening now! at Parliament! #SaveKenya,Parliament
2025-06-23,X,#KenyaProtests – protest at Nairobi now!,Nairobi
2025-06-02,X,Gen Z rising again! Meet at Mombasa for a boycott. #KenyaProtests,Mombasa
2025-07-13,X,Gen Z rising again! Meet at Parliament for a strike. #SaveKenya,Parliament
2025-06-29,TikTok,March on June 29 in Uhuru Park. No justice no peace #SaveKenya,Uhuru Park
2025-07-24,Instagram,We are fed up – happening immediately at Mombasa! #GenZRevolution,Mombasa
2025-06-07,X,We are fed up – happening urgent at Mombasa! #KenyaProtests,Mombasa
2025-06-14,TikTok,They brutalized our people – happening immediately at Kisumu! #YouthPower,Kisumu
2025-07-23,X,Gen Z rising again! Meet at Mombasa for a protest. #YouthPower,Mombasa
2025-07-27,Instagram,Gen Z rising again! Meet at Uhuru Park for a gather. #SaveKenya,Uhuru Park
2025-06-04,X,March on June 04 in Uhuru Park. They brutalized our people #GenZRevolution,Uhuru Park
2025-07-23,X,Strike on July 23 in Parliament. No justice no peace #RutoMustGo,Parliament
2025-07-16,Instagram,Protest on July 16 in Mombasa. They brutalized our people #OneTermPresident,Mombasa
2025-07-28,TikTok,Gen Z rising again! Meet at Kisumu for a boycott. #RejectFinanceBill2024,Kisumu
2025-07-03,TikTok,Gen Z rising again! Meet at Mombasa for a march. #GenZRevolution,Mombasa
2025-07-20,TikTok,Strike on July 20 in Nairobi. No justice no peace #RutoMustGo,Nairobi
2025-07-30,X,Boycott on July 30 in Kisumu. No justice no peace #GenZRevolution,Kisumu
2025-07-01,Instagram,March on July 01 in Kisumu. No justice no peace #SaveKenya,Kisumu
2025-07-10,TikTok,They brutalized our people – happening immediately at Nairobi! #GenZRevolution,Nairobi
2025-06-05,Instagram,#SaveKenya – boycott at Kisumu now!,Kisumu
2025-06-19,X,We are fed up. Gather on 19/06 at Nairobi. #OneTermPresident,Nairobi
2025-06-09,Instagram,#GenZRevolution – boycott at Kisumu urgent,Kisumu
2025-06-20,TikTok,This government is corrupt – happening now! at Uhuru Park! #KenyaProtests,Uhuru Park
2025-07-10,TikTok,No justice no peace. Protest on 10/07 at Nairobi. #OccupyParliament,Nairobi
2025-06-09,X,Gen Z rising again! Meet at Parliament for a protest. #SaveKenya,Parliament
2025-06-29,X,We are fed up – happening now! at Uhuru Park! #GenZRevolution,Uhuru Park
2025-07-22,TikTok,This government is corrupt – happening now! at Nairobi! #KenyaProtests,Nairobi
2025-07-01,Instagram,Protest on July 01 in Parliament. No justice no peace #RutoMustGo,Parliament
2025-07-05,Instagram,Strike on July 05 in Uhuru Park. They brutalized our people #YouthPower,Uhuru Park
2025-07-05,Instagram,We are fed up. Gather on 05/07 at Kisumu. #SaveKenya,Kisumu
2025-06-12,Instagram,Gen Z rising again! Meet at Nairobi for a boycott. #YouthPower,Nairobi
2025-06-06,TikTok,Gen Z rising again! Meet at Mombasa for a march. #YouthPower,Mombasa
2025-07-18,X,#YouthPower – boycott at Nairobi now!,Nairobi
2025-07-17,Instagram,#KenyaProtests – protest at Kisumu immediately,Kisumu
2025-06-16,Instagram,No justice no peace – happening act fast at Parliament! #RejectFinanceBill2024,Parliament
2025-07-03,X,This government is corrupt. March on 03/07 at Uhuru Park. #SaveKenya,Uhuru Park
2025-07-09,X,March on July 09 in Uhuru Park. No justice no peace #RejectFinanceBill2024,Uhuru Park
2025-06-30,TikTok,We are fed up. March on 30/06 at Parliament. #KenyaProtests,Parliament
2025-07-22,X,Gen Z rising again! Meet at Mombasa for a gather. #RejectFinanceBill2024,Mombasa
2025-06-26,Instagram,They brutalized our people. Gather on 26/06 at Mombasa. #GenZRevolution,Mombasa
2025-07-17,X,Protest on July 17 in Parliament. They brutalized our people #YouthPower,Parliament
2025-07-20,X,Gen Z rising again! Meet at Uhuru Park for a gather. #RejectFinanceBill2024,Uhuru Park
2025-06-10,X,#RejectFinanceBill2024 – strike at Uhuru Park now!,Uhuru Park
2025-06-12,X,They brutalized our people – happening now! at Uhuru Park! #KenyaProtests,Uhuru Park
2025-07-21,X,Gen Z rising again! Meet at Mombasa for a march. #RutoMustGo,Mombasa
2025-06-26,TikTok,Gen Z rising again! Meet at Nairobi for a march. #YouthPower,Nairobi
2025-06-06,Instagram,We are fed up. Strike on 06/06 at Parliament. #OccupyParliament,Parliament
2025-07-14,TikTok,Protest on July 14 in Mombasa. No justice no peace #RutoMustGo,Mombasa
2025-06-21,Instagram,Gen Z rising again! Meet at Nairobi for a protest. #RutoMustGo,Nairobi
2025-07-17,X,#OneTermPresident – gather at Nairobi urgent,Nairobi
2025-07-01,Instagram,Protest on July 01 in Nairobi. We are fed up #OccupyParliament,Nairobi
2025-07-08,TikTok,Boycott on July 08 in Nairobi. They brutalized our people #SaveKenya,Nairobi
2025-07-18,X,Boycott on July 18 in Parliament. They brutalized our people #YouthPower,Parliament
2025-06-12,X,Gen Z rising again! Meet at Parliament for a protest. #SaveKenya,Parliament
2025-07-12,Instagram,Gen Z rising again! Meet at Kisumu for a march. #OneTermPresident,Kisumu
2025-07-13,X,Strike on July 13 in Mombasa. We are fed up #GenZRevolution,Mombasa
2025-06-04,Instagram,#OccupyParliament – gather at Uhuru Park immediately,Uhuru Park
2025-07-03,X,No justice no peace. Protest on 03/07 at Nairobi. #RejectFinanceBill2024,Nairobi
2025-07-28,TikTok,#SaveKenya – march at Uhuru Park immediately,Uhuru Park
2025-07-18,TikTok,We are fed up – happening urgent at Nairobi! #KenyaProtests,Nairobi
2025-07-22,Instagram,No justice no peace – happening immediately at Nairobi! #YouthPower,Nairobi
2025-07-13,TikTok,#RejectFinanceBill2024 – march at Nairobi act fast,Nairobi
2025-07-15,X,They brutalized our people. Boycott on 15/07 at Parliament. #RejectFinanceBill2024,Parliament
2025-06-03,X,#RutoMustGo – march at Uhuru Park act fast,Uhuru Park
2025-07-10,X,No justice no peace – happening now! at Nairobi! #OneTermPresident,Nairobi
2025-06-02,X,This government is corrupt – happening immediately at Uhuru Park! #OccupyParliament,Uhuru Park
2025-06-05,TikTok,We are fed up. Boycott on 05/06 at Nairobi. #KenyaProtests,Nairobi
2025-06-11,X,Boycott on June 11 in Parliament. We are fed up #RutoMustGo,Parliament
2025-06-15,Instagram,Gather on June 15 in Kisumu. We are fed up #YouthPower,Kisumu
2025-06-18,X,Gather on June 18 in Uhuru Park. They brutalized our people #GenZRevolution,Uhuru Park
2025-06-20,X,This government is corrupt – happening act fast at Mombasa! #KenyaProtests,Mombasa
2025-07-26,X,#OccupyParliament – protest at Mombasa act fast,Mombasa
2025-06-07,TikTok,Gather on June 07 in Nairobi. We are fed up #SaveKenya,Nairobi
2025-06-13,TikTok,Gen Z rising again! Meet at Nairobi for a boycott. #KenyaProtests,Nairobi
2025-06-25,Instagram,This government is corrupt – happening now! at Mombasa! #RutoMustGo,Mombasa
2025-07-20,Instagram,March on July 20 in Mombasa. We are fed up #RejectFinanceBill2024,Mombasa
2025-06-16,Instagram,Gen Z rising again! Meet at Nairobi for a boycott. #OneTermPresident,Nairobi
2025-07-05,Instagram,They brutalized our people. Boycott on 05/07 at Nairobi. #SaveKenya,Nairobi
2025-06-27,X,We are fed up – happening immediately at Parliament! #GenZRevolution,Parliament
2025-06-17,X,Gather on June 17 in Mombasa. We are fed up #KenyaProtests,Mombasa
2025-07-11,TikTok,March on July 11 in Kisumu. We are fed up #RejectFinanceBill2024,Kisumu
2025-07-12,TikTok,This government is corrupt – happening immediately at Nairobi! #OccupyParliament,Nairobi
2025-07-17,X,Gen Z rising again! Meet at Uhuru Park for a boycott. #GenZRevolution,Uhuru Park
2025-07-05,Instagram,They brutalized our people – happening act fast at Nairobi! #RutoMustGo,Nairobi
2025-06-13,X,#GenZRevolution – gather at Parliament immediately,Parliament
2025-07-12,Instagram,Gen Z rising again! Meet at Nairobi for a protest. #SaveKenya,Nairobi
2025-07-13,TikTok,Protest on July 13 in Uhuru Park. They brutalized our people #KenyaProtests,Uhuru Park
2025-06-11,X,Strike on June 11 in Kisumu. We are fed up #OccupyParliament,Kisumu
2025-07-15,X,Gen Z rising again! Meet at Uhuru Park for a protest. #OneTermPresident,Uhuru Park
2025-06-27,TikTok,Gen Z rising again! Meet at Kisumu for a protest. #RutoMustGo,Kisumu
2025-07-30,Instagram,#KenyaProtests – gather at Uhuru Park immediately,Uhuru Park
2025-06-11,X,Gen Z rising again! Meet at Parliament for a strike. #OccupyParliament,Parliament
2025-06-17,X,No justice no peace – happening act fast at Kisumu! #GenZRevolution,Kisumu
2025-06-27,X,Gen Z rising again! Meet at Parliament for a strike. #KenyaProtests,Parliament
2025-07-10,Instagram,This government is corrupt. March on 10/07 at Parliament. #KenyaProtests,Parliament
2025-07-20,X,Boycott on July 20 in Kisumu. They brutalized our people #OccupyParliament,Kisumu
2025-06-04,TikTok,March on June 04 in Uhuru Park. This government is corrupt #RutoMustGo,Uhuru Park
2025-07-13,Instagram,We are fed up – happening immediately at Uhuru Park! #RutoMustGo,Uhuru Park
2025-06-16,TikTok,Gen Z rising again! Meet at Mombasa for a boycott. #OneTermPresident,Mombasa
2025-06-06,TikTok,No justice no peace. Gather on 06/06 at Parliament. #RejectFinanceBill2024,Parliament
2025-06-03,X,Gather on June 03 in Kisumu. No justice no peace #SaveKenya,Kisumu
2025-07-02,Instagram,Gen Z rising again! Meet at Nairobi for a protest. #RejectFinanceBill2024,Nairobi
2025-07-02,TikTok,They brutalized our people – happening urgent at Uhuru Park! #RutoMustGo,Uhuru Park
2025-06-12,TikTok,Gen Z rising again! Meet at Uhuru Park for a march. #YouthPower,Uhuru Park
2025-06-10,Instagram,They brutalized our people – happening now! at Parliament! #RutoMustGo,Parliament
2025-07-08,TikTok,They brutalized our people – happening immediately at Mombasa! #OccupyParliament,Mombasa
2025-07-21,Instagram,#OneTermPresident – boycott at Nairobi urgent,Nairobi
2025-06-08,X,They brutalized our people – happening act fast at Nairobi! #GenZRevolution,Nairobi
2025-07-12,TikTok,#KenyaProtests – gather at Mombasa act fast,Mombasa
2025-07-25,X,Strike on July 25 in Parliament. They brutalized our people #YouthPower,Parliament
2025-06-02,TikTok,#OneTermPresident – protest at Nairobi now!,Nairobi
2025-06-10,X,Gen Z rising again! Meet at Kisumu for a protest. #GenZRevolution,Kisumu
2025-07-02,TikTok,We are fed up – happening act fast at Nairobi! #RejectFinanceBill2024,Nairobi
2025-06-18,TikTok,Gen Z rising again! Meet at Kisumu for a march. #KenyaProtests,Kisumu
2025-06-16,X,#SaveKenya – strike at Parliament urgent,Parliament
2025-06-03,Instagram,They brutalized our people – happening act fast at Kisumu! #RutoMustGo,Kisumu
2025-06-18,TikTok,Boycott on June 18 in Kisumu. We are fed up #GenZRevolution,Kisumu
2025-06-22,X,This government is corrupt. Gather on 22/06 at Uhuru Park. #SaveKenya,Uhuru Park
2025-06-11,X,We are fed up. March on 11/06 at Mombasa. #OccupyParliament,Mombasa
2025-07-07,TikTok,Gen Z rising again! Meet at Parliament for a protest. #OccupyParliament,Parliament
2025-06-04,Instagram,#GenZRevolution – boycott at Nairobi immediately,Nairobi
2025-07-03,X,No justice no peace – happening now! at Mombasa! #RutoMustGo,Mombasa
2025-06-06,X,Gather on June 06 in Parliament. This government is corrupt #GenZRevolution,Parliament
2025-06-08,X,Gen Z rising again! Meet at Nairobi for a protest. #YouthPower,Nairobi
2025-07-01,X,Gen Z rising again! Meet at Mombasa for a boycott. #RejectFinanceBill2024,Mombasa
2025-06-21,TikTok,They brutalized our people – happening urgent at Uhuru Park! #SaveKenya,Uhuru Park
2025-07-18,Instagram,#OccupyParliament – gather at Mombasa now!,Mombasa
2025-07-30,TikTok,Strike on July 30 in Uhuru Park. They brutalized our people #OneTermPresident,Uhuru Park
2025-07-29,X,No justice no peace – happening urgent at Mombasa! #SaveKenya,Mombasa
2025-07-29,Instagram,#SaveKenya – strike at Parliament now!,Parliament
2025-07-17,X,Boycott on July 17 in Nairobi. This government is corrupt #OccupyParliament,Nairobi
2025-07-30,X,Gen Z rising again! Meet at Mombasa for a boycott. #OccupyParliament,Mombasa
2025-06-28,TikTok,They brutalized our people – happening urgent at Uhuru Park! #SaveKenya,Uhuru Park
2025-06-10,Instagram,Boycott on June 10 in Nairobi. No justice no peace #SaveKenya,Nairobi
2025-07-31,X,Gen Z rising again! Meet at Mombasa for a strike. #GenZRevolution,Mombasa
2025-07-09,TikTok,They brutalized our people. Gather on 09/07 at Kisumu. #OccupyParliament,Kisumu
2025-07-20,Instagram,Boycott on July 20 in Mombasa. We are fed up #OccupyParliament,Mombasa
2025-07-08,X,We are fed up. Protest on 08/07 at Uhuru Park. #GenZRevolution,Uhuru Park
2025-07-17,Instagram,We are fed up. Boycott on 17/07 at Kisumu. #RutoMustGo,Kisumu
2025-07-07,Instagram,This government is corrupt. Strike on 07/07 at Mombasa. #RutoMustGo,Mombasa
2025-06-30,TikTok,#GenZRevolution – march at Nairobi immediately,Nairobi
2025-06-02,X,#OccupyParliament – gather at Nairobi now!,Nairobi
2025-06-19,TikTok,No justice no peace – happening immediately at Uhuru Park! #OneTermPresident,Uhuru Park
2025-06-04,TikTok,This government is corrupt – happening immediately at Parliament! #OccupyParliament,Parliament
2025-06-18,Instagram,No justice no peace. Gather on 18/06 at Kisumu. #SaveKenya,Kisumu
2025-07-17,TikTok,They brutalized our people. Protest on 17/07 at Parliament. #SaveKenya,Parliament
2025-06-17,Instagram,We are fed up. Gather on 17/06 at Mombasa. #RutoMustGo,Mombasa
2025-07-17,Instagram,#YouthPower – gather at Nairobi act fast,Nairobi
2025-06-08,Instagram,Protest on June 08 in Parliament. They brutalized our people #KenyaProtests,Parliament
2025-07-14,X,Gather on July 14 in Uhuru Park. We are fed up #OneTermPresident,Uhuru Park
2025-07-09,X,#SaveKenya – boycott at Mombasa now!,Mombasa
2025-06-15,X,Strike on June 15 in Kisumu. This government is corrupt #YouthPower,Kisumu
2025-06-14,X,#SaveKenya – boycott at Uhuru Park urgent,Uhuru Park
2025-07-08,TikTok,Gather on July 08 in Uhuru Park. No justice no peace #KenyaProtests,Uhuru Park
2025-07-16,X,Gen Z rising again! Meet at Parliament for a march. #KenyaProtests,Parliament
2025-07-29,TikTok,Gather on July 29 in Parliament. We are fed up #GenZRevolution,Parliament
2025-07-28,X,#YouthPower – march at Mombasa immediately,Mombasa
2025-07-29,X,They brutalized our people. Protest on 29/07 at Nairobi. #OccupyParliament,Nairobi
2025-07-21,TikTok,Gen Z rising again! Meet at Kisumu for a protest. #KenyaProtests,Kisumu
